concat_
gracia-bonviure-official-Autonomia personal ,17
gracia-bonviure-official-Autonomia personal ,26
gracia-bonviure-official-Educació i coneixement ,23
gracia-bonviure-official-Educació i coneixement ,26
gracia-bonviure-official-Educació i coneixement ,285
gracia-bonviure-official-Educació i coneixement ,16
gracia-bonviure-official-Educació i coneixement ,71
gracia-bonviure-official-Educació i coneixement ,16
gracia-bonviure-official-Educació i coneixement ,20
gracia-bonviure-official-Equitat de gènere i diversitat sexual,25
gracia-bonviure-official-Equitat de gènere i diversitat sexual,41
gracia-bonviure-official-Equitat de gènere i diversitat sexual,18
gracia-bonviure-official-Equitat de gènere i diversitat sexual,20
gracia-bonviure-official-Cicles de vida ,60
gracia-bonviure-official-Cicles de vida ,19
gracia-bonviure-official-Cicles de vida ,14
gracia-bonviure-official-Cicles de vida ,34
gracia-bonviure-official-Cicles de vida ,38
gracia-bonviure-official-Cicles de vida ,32
gracia-bongovern-official-Participació ciutadana,19
gracia-bongovern-official-Participació ciutadana,24
gracia-bongovern-official-Acció comunitària,20
gracia-bonviure-official-Cicles de vida ,28
gracia-bonviure-official-Cicles de vida ,19
gracia-transicioecologica-official-Verd urbà i biodiversitat ,41
gracia-bonviure-official-Habitatge,33
gracia-bonviure-official-Sanitat i salut,37
gracia-bonviure-official-Sanitat i salut,33
gracia-bonviure-official-Sanitat i salut,19
gracia-bonviure-official-Sanitat i salut,35
gracia-bonviure-official-Cultura,22
gracia-bonviure-official-Cultura,11
gracia-bonviure-official-Cultura,41
gracia-bonviure-official-Cultura,28
gracia-bonviure-official-Cultura,22
gracia-bonviure-official-Cultura,21
gracia-bonviure-official-Esports,11
gracia-bonviure-official-Esports,10
gracia-bonviure-official-Esports,19
gracia-bonviure-official-Esports,15
gracia-economiaplural-official-Desenvolupament i economia de proximitat,31
gracia-economiaplural-official-Desenvolupament i economia de proximitat,32
gracia-economiaplural-official-Desenvolupament i economia de proximitat,13
gracia-economiaplural-official-Desenvolupament i economia de proximitat,21
gracia-economiaplural-official-Desenvolupament i economia de proximitat,14
gracia-economiaplural-official-Economia cooperativa, social i solidària,37
gracia-economiaplural-official-Economia cooperativa, social i solidària,57
gracia-economiaplural-official-Economia cooperativa, social i solidària,52
gracia-economiaplural-official-Economia cooperativa, social i solidària,15
gracia-economiaplural-official-Ocupació de qualitat,15
gracia-economiaplural-official-Ocupació de qualitat,18
gracia-economiaplural-official-Turisme sostenible,31
gracia-transicioecologica-official-Medi ambient i espai públic,20
gracia-transicioecologica-official-Medi ambient i espai públic,16
gracia-bonviure-official-Cultura,12
gracia-transicioecologica-official-Medi ambient i espai públic,52
gracia-transicioecologica-official-Medi ambient i espai públic,35
gracia-transicioecologica-official-Medi ambient i espai públic,50
gracia-transicioecologica-official-Medi ambient i espai públic,24
gracia-transicioecologica-official-Urbanisme per als barris,29
gracia-transicioecologica-official-Urbanisme per als barris,32
gracia-transicioecologica-official-Urbanisme per als barris,26
gracia-transicioecologica-official-Urbanisme per als barris,24
gracia-transicioecologica-official-Urbanisme per als barris,23
gracia-transicioecologica-official-Urbanisme per als barris,6
gracia-transicioecologica-official-Mobilitat sostenible,114
gracia-transicioecologica-official-Mobilitat sostenible,73
gracia-transicioecologica-official-Mobilitat sostenible,54
gracia-transicioecologica-official-Energia i canvi climàtic,32
gracia-bongovern-official-Govern transparent  i rendició de comptes,14
gracia-bongovern-official-Participació ciutadana,31
gracia-bongovern-official-Acció comunitària,20
gracia-bongovern-official-Participació ciutadana,28
gracia-bongovern-official-Acció comunitària,11
gracia-bongovern-official-Acció comunitària,16
gracia-bonviure-official-Convivència i seguretat,20
ciutatvella-transicioecologica-citizen-Mobilitat sostenible,0
ciutatvella-bonviure-official-Justícia social,22
ciutatvella-bonviure-official-Justícia social,33
ciutatvella-bonviure-official-Autonomia personal ,3
ciutatvella-bonviure-official-Autonomia personal ,22
ciutatvella-bonviure-official-Educació i coneixement ,13
ciutatvella-bonviure-official-Educació i coneixement ,13
ciutatvella-bonviure-official-Educació i coneixement ,52
ciutatvella-bonviure-official-Educació i coneixement ,13
ciutatvella-bonviure-official-Educació i coneixement ,22
ciutatvella-bonviure-official-Educació i coneixement ,12
ciutatvella-bonviure-official-Equitat de gènere i diversitat sexual,16
ciutatvella-bonviure-official-Cicles de vida ,17
ciutatvella-bonviure-official-Cicles de vida ,6
ciutatvella-bonviure-official-Cicles de vida ,10
ciutatvella-bonviure-official-Cicles de vida ,24
ciutatvella-bonviure-official-Habitatge,20
ciutatvella-bonviure-official-Habitatge,18
ciutatvella-bonviure-official-Habitatge,17
ciutatvella-bonviure-official-Habitatge,57
ciutatvella-bonviure-official-Habitatge,10
ciutatvella-bonviure-official-Sanitat i salut,11
ciutatvella-bonviure-official-Sanitat i salut,6
ciutatvella-bonviure-official-Sanitat i salut,22
ciutatvella-bonviure-official-Sanitat i salut,16
ciutatvella-bonviure-official-Sanitat i salut,25
ciutatvella-bonviure-official-Sanitat i salut,15
ciutatvella-bonviure-official-Sanitat i salut,12
ciutatvella-bonviure-official-Migració, interculturalitat i discriminació zero,11
ciutatvella-bonviure-official-Migració, interculturalitat i discriminació zero,14
ciutatvella-bonviure-official-Migració, interculturalitat i discriminació zero,36
ciutatvella-bonviure-official-Migració, interculturalitat i discriminació zero,12
ciutatvella-bonviure-official-Migració, interculturalitat i discriminació zero,18
ciutatvella-bonviure-official-Cultura,11
ciutatvella-bonviure-official-Cultura,12
ciutatvella-bonviure-official-Cultura,71
ciutatvella-bonviure-official-Cultura,14
ciutatvella-bonviure-official-Esports,15
ciutatvella-bonviure-official-Convivència i seguretat,5
ciutatvella-bonviure-official-Convivència i seguretat,16
ciutatvella-economiaplural-official-Desenvolupament i economia de proximitat,7
ciutatvella-economiaplural-official-Desenvolupament i economia de proximitat,7
ciutatvella-economiaplural-official-Desenvolupament i economia de proximitat,33
ciutatvella-economiaplural-official-Desenvolupament i economia de proximitat,15
ciutatvella-economiaplural-official-Desenvolupament i economia de proximitat,8
ciutatvella-economiaplural-official-Economia cooperativa, social i solidària,18
ciutatvella-economiaplural-official-Economia cooperativa, social i solidària,28
ciutatvella-economiaplural-official-Economia cooperativa, social i solidària,15
ciutatvella-economiaplural-official-Un nou lideratge públic,8
ciutatvella-economiaplural-official-Ocupació de qualitat,11
ciutatvella-economiaplural-official-Ocupació de qualitat,12
ciutatvella-economiaplural-official-Ocupació de qualitat,16
ciutatvella-economiaplural-official-Turisme sostenible,97
ciutatvella-economiaplural-official-Turisme sostenible,18
ciutatvella-economiaplural-official-Turisme sostenible,11
ciutatvella-economiaplural-official-Turisme sostenible,30
ciutatvella-economiaplural-official-Turisme sostenible,39
ciutatvella-transicioecologica-official-Medi ambient i espai públic,17
ciutatvella-transicioecologica-official-Medi ambient i espai públic,17
ciutatvella-transicioecologica-official-Medi ambient i espai públic,29
ciutatvella-transicioecologica-official-Medi ambient i espai públic,14
ciutatvella-transicioecologica-official-Medi ambient i espai públic,66
ciutatvella-transicioecologica-official-Medi ambient i espai públic,9
ciutatvella-transicioecologica-official-Medi ambient i espai públic,43
ciutatvella-transicioecologica-official-Medi ambient i espai públic,151
ciutatvella-transicioecologica-official-Verd urbà i biodiversitat ,28
ciutatvella-transicioecologica-official-Urbanisme per als barris,14
ciutatvella-transicioecologica-official-Urbanisme per als barris,11
ciutatvella-transicioecologica-official-Urbanisme per als barris,13
ciutatvella-transicioecologica-official-Urbanisme per als barris,9
ciutatvella-transicioecologica-official-Urbanisme per als barris,20
ciutatvella-transicioecologica-official-Urbanisme per als barris,24
ciutatvella-transicioecologica-official-Mobilitat sostenible,8
ciutatvella-transicioecologica-official-Mobilitat sostenible,168
ciutatvella-transicioecologica-official-Mobilitat sostenible,120
ciutatvella-transicioecologica-official-Energia i canvi climàtic,33
ciutatvella-bongovern-official-Govern transparent  i rendició de comptes,46
ciutatvella-bongovern-official-Participació ciutadana,16
ciutatvella-bongovern-official-Participació ciutadana,22
ciutatvella-bongovern-official-Administració  intel·ligent i inclusiva,23
ciutatvella-bonviure-official-Equitat de gènere i diversitat sexual,15
eixample-bonviure-official-Justícia social,61
eixample-bonviure-official-Justícia social,12
eixample-bonviure-official-Justícia social,401
eixample-bonviure-official-Justícia social,58
eixample-bonviure-official-Justícia social,115
eixample-bonviure-official-Autonomia personal ,10
eixample-bonviure-official-Autonomia personal ,17
eixample-bonviure-official-Autonomia personal ,17
eixample-bonviure-official-Autonomia personal ,13
eixample-bonviure-official-Autonomia personal ,17
eixample-bonviure-official-Autonomia personal ,14
eixample-bonviure-official-Educació i coneixement ,15
eixample-bonviure-official-Educació i coneixement ,446
eixample-bonviure-official-Educació i coneixement ,24
eixample-bonviure-official-Educació i coneixement ,39
eixample-bonviure-official-Educació i coneixement ,23
eixample-bonviure-official-Educació i coneixement ,11
eixample-bonviure-official-Educació i coneixement ,21
eixample-bonviure-official-Educació i coneixement ,19
eixample-bonviure-official-Educació i coneixement ,16
eixample-bonviure-official-Educació i coneixement ,6
eixample-bonviure-official-Educació i coneixement ,69
eixample-transicioecologica-official-Mobilitat sostenible,34
eixample-bonviure-official-Educació i coneixement ,17
eixample-bonviure-official-Equitat de gènere i diversitat sexual,19
eixample-bonviure-official-Equitat de gènere i diversitat sexual,23
eixample-bonviure-official-Equitat de gènere i diversitat sexual,17
eixample-bonviure-official-Equitat de gènere i diversitat sexual,10
eixample-bonviure-official-Cicles de vida ,24
eixample-bonviure-official-Cicles de vida ,18
eixample-bonviure-official-Cicles de vida ,10
eixample-bonviure-official-Cicles de vida ,28
eixample-bonviure-official-Cicles de vida ,14
eixample-bonviure-official-Cicles de vida ,18
eixample-bonviure-official-Cicles de vida ,13
eixample-bonviure-official-Cicles de vida ,3
eixample-bonviure-official-Cicles de vida ,22
eixample-bonviure-official-Cicles de vida ,14
eixample-bonviure-official-Cicles de vida ,12
eixample-bonviure-official-Cicles de vida ,19
eixample-bonviure-official-Cicles de vida ,18
eixample-bonviure-official-Cicles de vida ,22
eixample-bonviure-official-Cicles de vida ,17
eixample-bonviure-official-Cicles de vida ,10
eixample-bonviure-official-Educació i coneixement ,30
eixample-bonviure-official-Habitatge,17
eixample-bonviure-official-Habitatge,21
eixample-bonviure-official-Habitatge,21
eixample-bonviure-official-Sanitat i salut,61
eixample-bonviure-official-Sanitat i salut,18
eixample-bonviure-official-Migració, interculturalitat i discriminació zero,20
eixample-bonviure-official-Cultura,17
eixample-bonviure-official-Cultura,11
eixample-bonviure-official-Cultura,11
eixample-bonviure-official-Cultura,33
eixample-bonviure-official-Esports,26
eixample-bonviure-official-Esports,13
eixample-bonviure-official-Convivència i seguretat,25
eixample-bonviure-official-Convivència i seguretat,6
eixample-bonviure-official-Convivència i seguretat,15
eixample-economiaplural-official-Desenvolupament i economia de proximitat,276
eixample-economiaplural-official-Desenvolupament i economia de proximitat,13
eixample-economiaplural-official-Desenvolupament i economia de proximitat,19
eixample-economiaplural-official-Desenvolupament i economia de proximitat,20
